#    L    TT             EE             TE          
   507    0.23999E+04    0.71916E+01   -0.52103E+02
   508    0.24063E+04    0.71037E+01   -0.51034E+02
   509    0.24126E+04    0.70193E+01   -0.49948E+02
   510    0.24186E+04    0.69390E+01   -0.48846E+02
   511    0.24246E+04    0.68626E+01   -0.47727E+02
   512    0.24302E+04    0.67904E+01   -0.46592E+02
   513    0.24357E+04    0.67223E+01   -0.45443E+02
   514    0.24410E+04    0.66586E+01   -0.44281E+02
   515    0.24461E+04    0.65991E+01   -0.43104E+02
   516    0.24509E+04    0.65441E+01   -0.41915E+02
   517    0.24555E+04    0.64935E+01   -0.40714E+02
   518    0.24599E+04    0.64473E+01   -0.39502E+02
   519    0.24642E+04    0.64058E+01   -0.38279E+02
   520    0.24681E+04    0.63687E+01   -0.37046E+02
   521    0.24718E+04    0.63362E+01   -0.35804E+02
   522    0.24753E+04    0.63086E+01   -0.34554E+02
   523    0.24786E+04    0.62856E+01   -0.33296E+02
   524    0.24817E+04    0.62673E+01   -0.32031E+02
   525    0.24844E+04    0.62538E+01   -0.30759E+02
   526    0.24870E+04    0.62451E+01   -0.29482E+02
   527    0.24895E+04    0.62413E+01   -0.28200E+02
   528    0.24917E+04    0.62423E+01   -0.26915E+02
   529    0.24936E+04    0.62484E+01   -0.25625E+02
   530    0.24953E+04    0.62594E+01   -0.24334E+02
   531    0.24969E+04    0.62753E+01   -0.23040E+02
   532    0.24981E+04    0.62962E+01   -0.21745E+02
   533    0.24991E+04    0.63222E+01   -0.20450E+02
   534    0.24998E+04    0.63532E+01   -0.19156E+02
   535    0.25004E+04    0.63893E+01   -0.17863E+02
   536    0.25007E+04    0.64305E+01   -0.16571E+02
   537    0.25008E+04    0.64766E+01   -0.15282E+02
   538    0.25006E+04    0.65280E+01   -0.13996E+02
   539    0.25003E+04    0.65843E+01   -0.12715E+02
   540    0.24997E+04    0.66460E+01   -0.11438E+02
   541    0.24988E+04    0.67126E+01   -0.10166E+02
   542    0.24978E+04    0.67843E+01   -0.89015E+01
   543    0.24965E+04    0.68612E+01   -0.76433E+01
   544    0.24951E+04    0.69432E+01   -0.63927E+01
   545    0.24933E+04    0.70302E+01   -0.51501E+01
   546    0.24914E+04    0.71222E+01   -0.39167E+01
   547    0.24892E+04    0.72191E+01   -0.26927E+01
   548    0.24869E+04    0.73212E+01   -0.14792E+01
   549    0.24843E+04    0.74283E+01   -0.27677E+00
   550    0.24815E+04    0.75405E+01    0.91398E+00
   551    0.24786E+04    0.76577E+01    0.20925E+01
   552    0.24754E+04    0.77801E+01    0.32576E+01
   553    0.24720E+04    0.79060E+01    0.44091E+01
   554    0.24684E+04    0.80385E+01    0.55462E+01
   555    0.24645E+04    0.81754E+01    0.66680E+01
   556    0.24605E+04    0.83173E+01    0.77744E+01
   557    0.24563E+04    0.84636E+01    0.88637E+01
   558    0.24519E+04    0.86158E+01    0.99363E+01
   559    0.24472E+04    0.87716E+01    0.10992E+02
   560    0.24425E+04    0.89317E+01    0.12028E+02
   561    0.24374E+04    0.90970E+01    0.13045E+02
   562    0.24323E+04    0.92674E+01    0.14043E+02
   563    0.24270E+04    0.94414E+01    0.15023E+02
   564    0.24215E+04    0.96213E+01    0.15980E+02
   565    0.24158E+04    0.98041E+01    0.16916E+02
   566    0.24100E+04    0.99921E+01    0.17830E+02
   567    0.24040E+04    0.10184E+02    0.18723E+02
   568    0.23978E+04    0.10380E+02    0.19592E+02
   569    0.23915E+04    0.10582E+02    0.20439E+02
   570    0.23850E+04    0.10787E+02    0.21261E+02
   571    0.23783E+04    0.10996E+02    0.22058E+02
   572    0.23715E+04    0.11209E+02    0.22831E+02
   573    0.23646E+04    0.11425E+02    0.23577E+02
   574    0.23575E+04    0.11646E+02    0.24299E+02
   575    0.23503E+04    0.11870E+02    0.24993E+02
   576    0.23431E+04    0.12099E+02    0.25662E+02
   577    0.23355E+04    0.12331E+02    0.26304E+02
   578    0.23279E+04    0.12566E+02    0.26918E+02
   579    0.23203E+04    0.12806E+02    0.27504E+02
   580    0.23125E+04    0.13048E+02    0.28061E+02
   581    0.23045E+04    0.13294E+02    0.28591E+02
   582    0.22964E+04    0.13543E+02    0.29091E+02
   583    0.22883E+04    0.13795E+02    0.29562E+02
   584    0.22801E+04    0.14051E+02    0.30003E+02
   585    0.22718E+04    0.14309E+02    0.30414E+02
   586    0.22633E+04    0.14569E+02    0.30795E+02
   587    0.22549E+04    0.14834E+02    0.31146E+02
   588    0.22463E+04    0.15100E+02    0.31465E+02
   589    0.22376E+04    0.15370E+02    0.31754E+02
   590    0.22288E+04    0.15641E+02    0.32012E+02
   591    0.22201E+04    0.15916E+02    0.32237E+02
   592    0.22112E+04    0.16191E+02    0.32431E+02
   593    0.22023E+04    0.16471E+02    0.32594E+02
   594    0.21932E+04    0.16752E+02    0.32724E+02
   595    0.21841E+04    0.17033E+02    0.32823E+02
   596    0.21751E+04    0.17319E+02    0.32888E+02
   597    0.21660E+04    0.17604E+02    0.32922E+02
   598    0.21570E+04    0.17892E+02    0.32923E+02
   599    0.21479E+04    0.18181E+02    0.32893E+02
   600    0.21387E+04    0.18472E+02    0.32829E+02
   601    0.21295E+04    0.18765E+02    0.32732E+02
   602    0.21203E+04    0.19058E+02    0.32602E+02
   603    0.21110E+04    0.19353E+02    0.32441E+02
   604    0.21018E+04    0.19648E+02    0.32246E+02
   605    0.20926E+04    0.19944E+02    0.32019E+02
   606    0.20834E+04    0.20241E+02    0.31759E+02
   607    0.20740E+04    0.20539E+02    0.31466E+02
   608    0.20648E+04    0.20838E+02    0.31140E+02
   609    0.20557E+04    0.21136E+02    0.30782E+02
   610    0.20465E+04    0.21434E+02    0.30391E+02
   611    0.20374E+04    0.21733E+02    0.29967E+02
   612    0.20283E+04    0.22033E+02    0.29513E+02
   613    0.20191E+04    0.22330E+02    0.29024E+02
   614    0.20101E+04    0.22629E+02    0.28503E+02
   615    0.20011E+04    0.22926E+02    0.27951E+02
   616    0.19922E+04    0.23224E+02    0.27367E+02
   617    0.19834E+04    0.23522E+02    0.26752E+02
   618    0.19745E+04    0.23819E+02    0.26104E+02
   619    0.19657E+04    0.24116E+02    0.25427E+02
   620    0.19571E+04    0.24411E+02    0.24718E+02
   621    0.19484E+04    0.24705E+02    0.23979E+02
   622    0.19399E+04    0.24999E+02    0.23208E+02
   623    0.19314E+04    0.25290E+02    0.22409E+02
   624    0.19230E+04    0.25580E+02    0.21579E+02
   625    0.19147E+04    0.25869E+02    0.20719E+02
   626    0.19065E+04    0.26156E+02    0.19830E+02
   627    0.18984E+04    0.26441E+02    0.18912E+02
   628    0.18904E+04    0.26724E+02    0.17965E+02
   629    0.18825E+04    0.27006E+02    0.16991E+02
   630    0.18747E+04    0.27285E+02    0.15987E+02
   631    0.18669E+04    0.27562E+02    0.14957E+02
   632    0.18594E+04    0.27836E+02    0.13899E+02
   633    0.18519E+04    0.28109E+02    0.12814E+02
   634    0.18446E+04    0.28378E+02    0.11704E+02
   635    0.18374E+04    0.28646E+02    0.10568E+02
   636    0.18303E+04    0.28911E+02    0.94067E+01
   637    0.18233E+04    0.29172E+02    0.82197E+01
   638    0.18165E+04    0.29431E+02    0.70090E+01
   639    0.18098E+04    0.29686E+02    0.57738E+01
   640    0.18033E+04    0.29939E+02    0.45155E+01
   641    0.17969E+04    0.30189E+02    0.32340E+01
   642    0.17906E+04    0.30434E+02    0.19302E+01
   643    0.17845E+04    0.30678E+02    0.60451E+00
   644    0.17786E+04    0.30916E+02   -0.74247E+00
   645    0.17728E+04    0.31151E+02   -0.21105E+01
   646    0.17671E+04    0.31382E+02   -0.34988E+01
   647    0.17617E+04    0.31609E+02   -0.49074E+01
   648    0.17563E+04    0.31833E+02   -0.63344E+01
   649    0.17511E+04    0.32052E+02   -0.77804E+01
   650    0.17462E+04    0.32267E+02   -0.92441E+01
   651    0.17413E+04    0.32479E+02   -0.10726E+02
   652    0.17366E+04    0.32686E+02   -0.12224E+02
   653    0.17322E+04    0.32888E+02   -0.13738E+02
   654    0.17279E+04    0.33085E+02   -0.15266E+02
   655    0.17237E+04    0.33279E+02   -0.16811E+02
   656    0.17198E+04    0.33468E+02   -0.18369E+02
   657    0.17160E+04    0.33652E+02   -0.19940E+02
   658    0.17124E+04    0.33832E+02   -0.21524E+02
   659    0.17090E+04    0.34007E+02   -0.23120E+02
   660    0.17058E+04    0.34176E+02   -0.24728E+02
   661    0.17028E+04    0.34340E+02   -0.26345E+02
   662    0.17000E+04    0.34500E+02   -0.27974E+02
   663    0.16973E+04    0.34655E+02   -0.29612E+02
   664    0.16948E+04    0.34803E+02   -0.31258E+02
   665    0.16925E+04    0.34947E+02   -0.32912E+02
   666    0.16904E+04    0.35085E+02   -0.34573E+02
   667    0.16885E+04    0.35218E+02   -0.36241E+02
   668    0.16867E+04    0.35346E+02   -0.37916E+02
   669    0.16853E+04    0.35469E+02   -0.39595E+02
   670    0.16839E+04    0.35585E+02   -0.41277E+02
   671    0.16828E+04    0.35697E+02   -0.42964E+02
   672    0.16818E+04    0.35803E+02   -0.44655E+02
   673    0.16811E+04    0.35903E+02   -0.46346E+02
   674    0.16805E+04    0.35998E+02   -0.48040E+02
   675    0.16801E+04    0.36087E+02   -0.49734E+02
   676    0.16799E+04    0.36170E+02   -0.51428E+02
   677    0.16799E+04    0.36247E+02   -0.53121E+02
   678    0.16802E+04    0.36318E+02   -0.54814E+02
   679    0.16805E+04    0.36384E+02   -0.56503E+02
   680    0.16812E+04    0.36444E+02   -0.58191E+02
   681    0.16820E+04    0.36498E+02   -0.59874E+02
   682    0.16830E+04    0.36545E+02   -0.61554E+02
   683    0.16842E+04    0.36588E+02   -0.63229E+02
   684    0.16856E+04    0.36623E+02   -0.64899E+02
   685    0.16871E+04    0.36653E+02   -0.66563E+02
   686    0.16888E+04    0.36677E+02   -0.68212E+02
   687    0.16908E+04    0.36695E+02   -0.69857E+02
   688    0.16928E+04    0.36706E+02   -0.71497E+02
   689    0.16951E+04    0.36712E+02   -0.73123E+02
   690    0.16976E+04    0.36713E+02   -0.74743E+02
   691    0.17002E+04    0.36705E+02   -0.76349E+02
   692    0.17030E+04    0.36694E+02   -0.77943E+02
   693    0.17061E+04    0.36676E+02   -0.79530E+02
   694    0.17092E+04    0.36651E+02   -0.81097E+02
   695    0.17126E+04    0.36622E+02   -0.82651E+02
   696    0.17162E+04    0.36586E+02   -0.84207E+02
   697    0.17199E+04    0.36544E+02   -0.85734E+02
   698    0.17237E+04    0.36496E+02   -0.87248E+02
   699    0.17277E+04    0.36443E+02   -0.88742E+02
   700    0.17320E+04    0.36383E+02   -0.90223E+02
   701    0.17364E+04    0.36317E+02   -0.91690E+02
   702    0.17409E+04    0.36247E+02   -0.93130E+02
   703    0.17456E+04    0.36170E+02   -0.94572E+02
   704    0.17504E+04    0.36088E+02   -0.95978E+02
   705    0.17553E+04    0.35999E+02   -0.97363E+02
   706    0.17604E+04    0.35905E+02   -0.98736E+02
   707    0.17657E+04    0.35806E+02   -0.10009E+03
   708    0.17712E+04    0.35701E+02   -0.10140E+03
   709    0.17767E+04    0.35591E+02   -0.10272E+03
   710    0.17824E+04    0.35475E+02   -0.10400E+03
   711    0.17883E+04    0.35353E+02   -0.10525E+03
   712    0.17942E+04    0.35227E+02   -0.10649E+03
   713    0.18004E+04    0.35095E+02   -0.10770E+03
   714    0.18066E+04    0.34959E+02   -0.10889E+03
   715    0.18129E+04    0.34816E+02   -0.11005E+03
   716    0.18194E+04    0.34669E+02   -0.11119E+03
   717    0.18260E+04    0.34517E+02   -0.11229E+03
   718    0.18327E+04    0.34360E+02   -0.11338E+03
   719    0.18395E+04    0.34196E+02   -0.11442E+03
   720    0.18463E+04    0.34029E+02   -0.11546E+03
   721    0.18534E+04    0.33858E+02   -0.11645E+03
   722    0.18605E+04    0.33682E+02   -0.11741E+03
   723    0.18677E+04    0.33501E+02   -0.11835E+03
   724    0.18750E+04    0.33316E+02   -0.11926E+03
   725    0.18824E+04    0.33127E+02   -0.12014E+03
   726    0.18899E+04    0.32935E+02   -0.12098E+03
   727    0.18974E+04    0.32736E+02   -0.12180E+03
   728    0.19051E+04    0.32533E+02   -0.12259E+03
   729    0.19128E+04    0.32327E+02   -0.12334E+03
   730    0.19205E+04    0.32117E+02   -0.12407E+03
   731    0.19284E+04    0.31902E+02   -0.12475E+03
   732    0.19362E+04    0.31685E+02   -0.12540E+03
   733    0.19443E+04    0.31464E+02   -0.12603E+03
   734    0.19523E+04    0.31239E+02   -0.12661E+03
   735    0.19604E+04    0.31010E+02   -0.12718E+03
   736    0.19684E+04    0.30777E+02   -0.12769E+03
   737    0.19766E+04    0.30543E+02   -0.12819E+03
   738    0.19848E+04    0.30305E+02   -0.12863E+03
   739    0.19930E+04    0.30064E+02   -0.12905E+03
   740    0.20012E+04    0.29820E+02   -0.12944E+03
   741    0.20095E+04    0.29572E+02   -0.12979E+03
   742    0.20178E+04    0.29324E+02   -0.13010E+03
   743    0.20262E+04    0.29073E+02   -0.13038E+03
   744    0.20346E+04    0.28819E+02   -0.13062E+03
   745    0.20429E+04    0.28562E+02   -0.13084E+03
   746    0.20512E+04    0.28304E+02   -0.13100E+03
   747    0.20595E+04    0.28043E+02   -0.13113E+03
   748    0.20679E+04    0.27781E+02   -0.13124E+03
   749    0.20762E+04    0.27515E+02   -0.13131E+03
   750    0.20846E+04    0.27249E+02   -0.13134E+03
   751    0.20929E+04    0.26981E+02   -0.13134E+03
   752    0.21012E+04    0.26713E+02   -0.13129E+03
   753    0.21095E+04    0.26441E+02   -0.13122E+03
   754    0.21177E+04    0.26169E+02   -0.13110E+03
   755    0.21260E+04    0.25896E+02   -0.13095E+03
   756    0.21341E+04    0.25622E+02   -0.13077E+03
   757    0.21423E+04    0.25348E+02   -0.13054E+03
   758    0.21504E+04    0.25072E+02   -0.13028E+03
   759    0.21585E+04    0.24795E+02   -0.12999E+03
   760    0.21664E+04    0.24518E+02   -0.12966E+03
   761    0.21744E+04    0.24241E+02   -0.12929E+03
   762    0.21824E+04    0.23963E+02   -0.12890E+03
   763    0.21901E+04    0.23687E+02   -0.12846E+03
   764    0.21979E+04    0.23409E+02   -0.12800E+03
   765    0.22056E+04    0.23131E+02   -0.12749E+03
   766    0.22133E+04    0.22855E+02   -0.12695E+03
   767    0.22208E+04    0.22579E+02   -0.12638E+03
   768    0.22283E+04    0.22303E+02   -0.12576E+03
   769    0.22357E+04    0.22026E+02   -0.12512E+03
   770    0.22429E+04    0.21752E+02   -0.12445E+03
   771    0.22501E+04    0.21478E+02   -0.12374E+03
   772    0.22572E+04    0.21206E+02   -0.12298E+03
   773    0.22642E+04    0.20935E+02   -0.12221E+03
   774    0.22710E+04    0.20665E+02   -0.12140E+03
   775    0.22779E+04    0.20396E+02   -0.12056E+03
   776    0.22845E+04    0.20130E+02   -0.11969E+03
   777    0.22910E+04    0.19864E+02   -0.11878E+03
   778    0.22976E+04    0.19601E+02   -0.11783E+03
   779    0.23038E+04    0.19340E+02   -0.11687E+03
   780    0.23100E+04    0.19079E+02   -0.11586E+03
   781    0.23161E+04    0.18822E+02   -0.11484E+03
   782    0.23220E+04    0.18567E+02   -0.11379E+03
   783    0.23279E+04    0.18314E+02   -0.11270E+03
   784    0.23336E+04    0.18064E+02   -0.11158E+03
   785    0.23391E+04    0.17816E+02   -0.11043E+03
   786    0.23445E+04    0.17571E+02   -0.10924E+03
   787    0.23497E+04    0.17329E+02   -0.10803E+03
   788    0.23548E+04    0.17089E+02   -0.10679E+03
   789    0.23597E+04    0.16852E+02   -0.10554E+03
   790    0.23646E+04    0.16619E+02   -0.10425E+03
   791    0.23692E+04    0.16389E+02   -0.10293E+03
   792    0.23737E+04    0.16163E+02   -0.10159E+03
   793    0.23781E+04    0.15941E+02   -0.10022E+03
   794    0.23821E+04    0.15723E+02   -0.98829E+02
   795    0.23861E+04    0.15507E+02   -0.97411E+02
   796    0.23901E+04    0.15296E+02   -0.95977E+02
   797    0.23937E+04    0.15088E+02   -0.94514E+02
   798    0.23971E+04    0.14885E+02   -0.93036E+02
   799    0.24005E+04    0.14685E+02   -0.91534E+02
   800    0.24037E+04    0.14490E+02   -0.90011E+02
   801    0.24066E+04    0.14299E+02   -0.88472E+02
   802    0.24093E+04    0.14112E+02   -0.86895E+02
   803    0.24120E+04    0.13929E+02   -0.85318E+02
   804    0.24145E+04    0.13751E+02   -0.83711E+02
   805    0.24168E+04    0.13577E+02   -0.82088E+02
   806    0.24189E+04    0.13408E+02   -0.80450E+02
   807    0.24207E+04    0.13244E+02   -0.78797E+02
   808    0.24224E+04    0.13085E+02   -0.77121E+02
   809    0.24239E+04    0.12931E+02   -0.75436E+02
   810    0.24252E+04    0.12782E+02   -0.73729E+02
   811    0.24263E+04    0.12638E+02   -0.72007E+02
   812    0.24272E+04    0.12501E+02   -0.70275E+02
   813    0.24279E+04    0.12366E+02   -0.68531E+02
   814    0.24286E+04    0.12238E+02   -0.66775E+02
   815    0.24289E+04    0.12115E+02   -0.65007E+02
   816    0.24290E+04    0.11998E+02   -0.63227E+02
   817    0.24289E+04    0.11886E+02   -0.61438E+02
   818    0.24288E+04    0.11780E+02   -0.59638E+02
   819    0.24284E+04    0.11678E+02   -0.57830E+02
   820    0.24278E+04    0.11583E+02   -0.56012E+02
   821    0.24269E+04    0.11493E+02   -0.54189E+02
   822    0.24259E+04    0.11409E+02   -0.52357E+02
   823    0.24247E+04    0.11331E+02   -0.50519E+02
   824    0.24232E+04    0.11259E+02   -0.48674E+02
   825    0.24216E+04    0.11192E+02   -0.46826E+02
   826    0.24198E+04    0.11132E+02   -0.44973E+02
   827    0.24177E+04    0.11077E+02   -0.43117E+02
   828    0.24155E+04    0.11029E+02   -0.41257E+02
   829    0.24131E+04    0.10987E+02   -0.39396E+02
   830    0.24105E+04    0.10950E+02   -0.37535E+02
   831    0.24077E+04    0.10920E+02   -0.35673E+02
   832    0.24047E+04    0.10895E+02   -0.33812E+02
   833    0.24015E+04    0.10876E+02   -0.31951E+02
   834    0.23981E+04    0.10863E+02   -0.30091E+02
   835    0.23945E+04    0.10858E+02   -0.28233E+02
   836    0.23906E+04    0.10857E+02   -0.26378E+02
   837    0.23867E+04    0.10863E+02   -0.24527E+02
   838    0.23825E+04    0.10875E+02   -0.22680E+02
   839    0.23780E+04    0.10893E+02   -0.20836E+02
   840    0.23735E+04    0.10918E+02   -0.18998E+02
   841    0.23687E+04    0.10948E+02   -0.17168E+02
   842    0.23638E+04    0.10984E+02   -0.15342E+02
   843    0.23586E+04    0.11027E+02   -0.13526E+02
   844    0.23532E+04    0.11076E+02   -0.11718E+02
   845    0.23477E+04    0.11129E+02   -0.99183E+01
   846    0.23421E+04    0.11191E+02   -0.81290E+01
   847    0.23363E+04    0.11257E+02   -0.63495E+01
   848    0.23303E+04    0.11330E+02   -0.45816E+01
   849    0.23240E+04    0.11408E+02   -0.28246E+01
   850    0.23177E+04    0.11493E+02   -0.10798E+01
   851    0.23111E+04    0.11583E+02    0.65246E+00
   852    0.23044E+04    0.11680E+02    0.23716E+01
   853    0.22975E+04    0.11782E+02    0.40770E+01
   854    0.22904E+04    0.11890E+02    0.57672E+01
   855    0.22831E+04    0.12005E+02    0.74431E+01
   856    0.22758E+04    0.12123E+02    0.91030E+01
   857    0.22681E+04    0.12248E+02    0.10746E+02
   858    0.22604E+04    0.12381E+02    0.12372E+02
   859    0.22525E+04    0.12516E+02    0.13982E+02
   860    0.22445E+04    0.12658E+02    0.15573E+02
   861    0.22363E+04    0.12805E+02    0.17145E+02
   862    0.22279E+04    0.12958E+02    0.18698E+02
   863    0.22194E+04    0.13116E+02    0.20231E+02
   864    0.22107E+04    0.13279E+02    0.21744E+02
   865    0.22018E+04    0.13447E+02    0.23235E+02
   866    0.21931E+04    0.13621E+02    0.24704E+02
   867    0.21840E+04    0.13801E+02    0.26152E+02
